TRACK_ID,PATH,DURATION,split,npy_path,n_mels,n_frames
track_0079514,14/79514.mp3,473.4,train,artifacts/melspecs\14\79514.npy,128,1292
track_0079516,16/79516.mp3,527.6,train,artifacts/melspecs\16\79516.npy,128,1292
track_0081018,18/81018.mp3,239.3,train,artifacts/melspecs\18\81018.npy,128,1292
track_0085719,19/85719.mp3,445.6,train,artifacts/melspecs\19\85719.npy,128,1292
track_0095400,00/95400.mp3,97.0,train,artifacts/melspecs\00\95400.npy,128,1292
track_0099810,10/99810.mp3,330.4,train,artifacts/melspecs\10\99810.npy,128,1292
track_0099811,11/99811.mp3,316.9,train,artifacts/melspecs\11\99811.npy,128,1292
track_0099812,12/99812.mp3,318.9,train,artifacts/melspecs\12\99812.npy,128,1292
track_0111012,12/111012.mp3,462.7,train,artifacts/melspecs\12\111012.npy,128,1292
track_0114200,00/114200.mp3,244.8,train,artifacts/melspecs\00\114200.npy,128,1292
track_0114201,01/114201.mp3,291.4,train,artifacts/melspecs\01\114201.npy,128,1292
track_0159801,01/159801.mp3,433.6,train,artifacts/melspecs\01\159801.npy,128,1292
track_0159807,07/159807.mp3,376.6,train,artifacts/melspecs\07\159807.npy,128,1292
track_0159815,15/159815.mp3,224.1,train,artifacts/melspecs\15\159815.npy,128,1292
track_0245017,17/245017.mp3,321.5,train,artifacts/melspecs\17\245017.npy,128,1292
track_0245406,06/245406.mp3,270.5,train,artifacts/melspecs\06\245406.npy,128,1292
track_0278116,16/278116.mp3,70.1,train,artifacts/melspecs\16\278116.npy,128,1292
track_0278117,17/278117.mp3,178.8,train,artifacts/melspecs\17\278117.npy,128,1292
track_0278118,18/278118.mp3,378.7,train,artifacts/melspecs\18\278118.npy,128,1292
track_0284415,15/284415.mp3,239.0,train,artifacts/melspecs\15\284415.npy,128,1292
track_0290511,11/290511.mp3,244.0,train,artifacts/melspecs\11\290511.npy,128,1292
track_0313013,13/313013.mp3,1307.8,train,artifacts/melspecs\13\313013.npy,128,1292
track_0313014,14/313014.mp3,1307.8,train,artifacts/melspecs\14\313014.npy,128,1292
track_0316203,03/316203.mp3,204.1,train,artifacts/melspecs\03\316203.npy,128,1292
track_0316204,04/316204.mp3,176.0,train,artifacts/melspecs\04\316204.npy,128,1292
track_0316205,05/316205.mp3,276.9,train,artifacts/melspecs\05\316205.npy,128,1292
track_0316206,06/316206.mp3,216.1,train,artifacts/melspecs\06\316206.npy,128,1292
track_0329405,05/329405.mp3,178.1,train,artifacts/melspecs\05\329405.npy,128,1292
track_0340512,12/340512.mp3,756.0,train,artifacts/melspecs\12\340512.npy,128,1292
track_0357515,15/357515.mp3,233.9,train,artifacts/melspecs\15\357515.npy,128,1292
track_0369905,05/369905.mp3,261.4,train,artifacts/melspecs\05\369905.npy,128,1292
track_0390000,00/390000.mp3,159.5,train,artifacts/melspecs\00\390000.npy,128,1292
track_0390003,03/390003.mp3,136.9,train,artifacts/melspecs\03\390003.npy,128,1292
track_0442602,02/442602.mp3,304.0,train,artifacts/melspecs\02\442602.npy,128,1292
track_0457515,15/457515.mp3,333.2,train,artifacts/melspecs\15\457515.npy,128,1292
track_0457516,16/457516.mp3,316.1,train,artifacts/melspecs\16\457516.npy,128,1292
track_0457517,17/457517.mp3,328.9,train,artifacts/melspecs\17\457517.npy,128,1292
track_0457519,19/457519.mp3,271.4,train,artifacts/melspecs\19\457519.npy,128,1292
track_0477305,05/477305.mp3,223.7,train,artifacts/melspecs\05\477305.npy,128,1292
track_0477311,11/477311.mp3,130.2,train,artifacts/melspecs\11\477311.npy,128,1292
track_0477313,13/477313.mp3,186.3,train,artifacts/melspecs\13\477313.npy,128,1292
track_0477314,14/477314.mp3,92.0,train,artifacts/melspecs\14\477314.npy,128,1292
track_0575219,19/575219.mp3,238.7,train,artifacts/melspecs\19\575219.npy,128,1292
track_0579303,03/579303.mp3,220.0,train,artifacts/melspecs\03\579303.npy,128,1292
track_0579304,04/579304.mp3,162.8,train,artifacts/melspecs\04\579304.npy,128,1292
track_0579315,15/579315.mp3,200.7,train,artifacts/melspecs\15\579315.npy,128,1292
track_0587000,00/587000.mp3,203.3,train,artifacts/melspecs\00\587000.npy,128,1292
track_0588700,00/588700.mp3,228.6,train,artifacts/melspecs\00\588700.npy,128,1292
track_0588701,01/588701.mp3,228.6,train,artifacts/melspecs\01\588701.npy,128,1292
track_0588704,04/588704.mp3,174.2,train,artifacts/melspecs\04\588704.npy,128,1292
track_0588705,05/588705.mp3,188.6,train,artifacts/melspecs\05\588705.npy,128,1292
track_0588706,06/588706.mp3,313.4,train,artifacts/melspecs\06\588706.npy,128,1292
track_0588707,07/588707.mp3,208.5,train,artifacts/melspecs\07\588707.npy,128,1292
track_0588708,08/588708.mp3,187.1,train,artifacts/melspecs\08\588708.npy,128,1292
track_0589412,12/589412.mp3,107.4,train,artifacts/melspecs\12\589412.npy,128,1292
track_0605518,18/605518.mp3,390.0,train,artifacts/melspecs\18\605518.npy,128,1292
track_0608912,12/608912.mp3,207.6,train,artifacts/melspecs\12\608912.npy,128,1292
track_0608913,13/608913.mp3,141.3,train,artifacts/melspecs\13\608913.npy,128,1292
track_0608917,17/608917.mp3,192.9,train,artifacts/melspecs\17\608917.npy,128,1292
track_0620608,08/620608.mp3,236.3,train,artifacts/melspecs\08\620608.npy,128,1292
track_0620609,09/620609.mp3,308.6,train,artifacts/melspecs\09\620609.npy,128,1292
track_0620612,12/620612.mp3,350.9,train,artifacts/melspecs\12\620612.npy,128,1292
track_0620614,14/620614.mp3,267.3,train,artifacts/melspecs\14\620614.npy,128,1292
track_0620615,15/620615.mp3,188.4,train,artifacts/melspecs\15\620615.npy,128,1292
track_0620617,17/620617.mp3,165.4,train,artifacts/melspecs\17\620617.npy,128,1292
track_0620912,12/620912.mp3,325.3,train,artifacts/melspecs\12\620912.npy,128,1292
track_0625208,08/625208.mp3,292.8,train,artifacts/melspecs\08\625208.npy,128,1292
track_0625209,09/625209.mp3,366.7,train,artifacts/melspecs\09\625209.npy,128,1292
track_0625210,10/625210.mp3,316.2,train,artifacts/melspecs\10\625210.npy,128,1292
track_0625211,11/625211.mp3,260.1,train,artifacts/melspecs\11\625211.npy,128,1292
track_0625212,12/625212.mp3,193.6,train,artifacts/melspecs\12\625212.npy,128,1292
track_0628408,08/628408.mp3,313.1,train,artifacts/melspecs\08\628408.npy,128,1292
track_0628410,10/628410.mp3,274.2,train,artifacts/melspecs\10\628410.npy,128,1292
track_0636309,09/636309.mp3,111.6,train,artifacts/melspecs\09\636309.npy,128,1292
track_0636310,10/636310.mp3,168.5,train,artifacts/melspecs\10\636310.npy,128,1292
track_0636311,11/636311.mp3,286.0,train,artifacts/melspecs\11\636311.npy,128,1292
track_0636312,12/636312.mp3,48.6,train,artifacts/melspecs\12\636312.npy,128,1292
track_0636313,13/636313.mp3,76.0,train,artifacts/melspecs\13\636313.npy,128,1292
track_0636314,14/636314.mp3,158.2,train,artifacts/melspecs\14\636314.npy,128,1292
track_0636315,15/636315.mp3,94.9,train,artifacts/melspecs\15\636315.npy,128,1292
track_0636316,16/636316.mp3,168.7,train,artifacts/melspecs\16\636316.npy,128,1292
track_0636317,17/636317.mp3,100.4,train,artifacts/melspecs\17\636317.npy,128,1292
track_0636318,18/636318.mp3,80.7,train,artifacts/melspecs\18\636318.npy,128,1292
track_0674309,09/674309.mp3,68.0,train,artifacts/melspecs\09\674309.npy,128,1292
track_0674310,10/674310.mp3,59.7,train,artifacts/melspecs\10\674310.npy,128,1292
track_0683807,07/683807.mp3,206.1,train,artifacts/melspecs\07\683807.npy,128,1292
track_0702500,00/702500.mp3,115.5,train,artifacts/melspecs\00\702500.npy,128,1292
track_0702501,01/702501.mp3,126.1,train,artifacts/melspecs\01\702501.npy,128,1292
track_0702502,02/702502.mp3,105.0,train,artifacts/melspecs\02\702502.npy,128,1292
track_0702504,04/702504.mp3,35.2,train,artifacts/melspecs\04\702504.npy,128,1292
track_0728916,16/728916.mp3,197.6,train,artifacts/melspecs\16\728916.npy,128,1292
track_0728918,18/728918.mp3,176.9,train,artifacts/melspecs\18\728918.npy,128,1292
track_0729300,00/729300.mp3,323.9,train,artifacts/melspecs\00\729300.npy,128,1292
track_0729301,01/729301.mp3,204.7,train,artifacts/melspecs\01\729301.npy,128,1292
track_0729302,02/729302.mp3,233.7,train,artifacts/melspecs\02\729302.npy,128,1292
track_0729303,03/729303.mp3,316.2,train,artifacts/melspecs\03\729303.npy,128,1292
track_0729304,04/729304.mp3,399.8,train,artifacts/melspecs\04\729304.npy,128,1292
track_0729305,05/729305.mp3,279.9,train,artifacts/melspecs\05\729305.npy,128,1292
track_0729306,06/729306.mp3,282.0,train,artifacts/melspecs\06\729306.npy,128,1292
track_0729307,07/729307.mp3,269.8,train,artifacts/melspecs\07\729307.npy,128,1292
track_0729308,08/729308.mp3,208.7,train,artifacts/melspecs\08\729308.npy,128,1292
track_0729309,09/729309.mp3,329.3,train,artifacts/melspecs\09\729309.npy,128,1292
track_0759716,16/759716.mp3,211.1,train,artifacts/melspecs\16\759716.npy,128,1292
track_0759717,17/759717.mp3,113.1,train,artifacts/melspecs\17\759717.npy,128,1292
track_0759718,18/759718.mp3,191.2,train,artifacts/melspecs\18\759718.npy,128,1292
track_0760009,09/760009.mp3,112.4,train,artifacts/melspecs\09\760009.npy,128,1292
track_0783509,09/783509.mp3,128.2,train,artifacts/melspecs\09\783509.npy,128,1292
track_0801407,07/801407.mp3,372.8,train,artifacts/melspecs\07\801407.npy,128,1292
track_0807111,11/807111.mp3,345.2,train,artifacts/melspecs\11\807111.npy,128,1292
track_0812116,16/812116.mp3,189.8,train,artifacts/melspecs\16\812116.npy,128,1292
track_0812117,17/812117.mp3,272.6,train,artifacts/melspecs\17\812117.npy,128,1292
track_0812119,19/812119.mp3,79.6,train,artifacts/melspecs\19\812119.npy,128,1292
track_0840600,00/840600.mp3,184.1,train,artifacts/melspecs\00\840600.npy,128,1292
track_0847200,00/847200.mp3,65.4,train,artifacts/melspecs\00\847200.npy,128,1292
track_0866705,05/866705.mp3,194.5,train,artifacts/melspecs\05\866705.npy,128,1292
track_0866707,07/866707.mp3,137.6,train,artifacts/melspecs\07\866707.npy,128,1292
track_0866710,10/866710.mp3,143.1,train,artifacts/melspecs\10\866710.npy,128,1292
track_0872001,01/872001.mp3,307.4,train,artifacts/melspecs\01\872001.npy,128,1292
track_0872003,03/872003.mp3,294.3,train,artifacts/melspecs\03\872003.npy,128,1292
track_0872919,19/872919.mp3,405.4,train,artifacts/melspecs\19\872919.npy,128,1292
track_0873613,13/873613.mp3,192.6,train,artifacts/melspecs\13\873613.npy,128,1292
track_0873614,14/873614.mp3,281.7,train,artifacts/melspecs\14\873614.npy,128,1292
track_0873616,16/873616.mp3,300.5,train,artifacts/melspecs\16\873616.npy,128,1292
track_0887202,02/887202.mp3,193.0,train,artifacts/melspecs\02\887202.npy,128,1292
track_0887203,03/887203.mp3,338.9,train,artifacts/melspecs\03\887203.npy,128,1292
track_0887204,04/887204.mp3,211.3,train,artifacts/melspecs\04\887204.npy,128,1292
track_0887205,05/887205.mp3,99.7,train,artifacts/melspecs\05\887205.npy,128,1292
track_0887206,06/887206.mp3,198.9,train,artifacts/melspecs\06\887206.npy,128,1292
track_0887207,07/887207.mp3,198.9,train,artifacts/melspecs\07\887207.npy,128,1292
track_0887208,08/887208.mp3,202.9,train,artifacts/melspecs\08\887208.npy,128,1292
track_0887209,09/887209.mp3,325.1,train,artifacts/melspecs\09\887209.npy,128,1292
track_0887210,10/887210.mp3,241.0,train,artifacts/melspecs\10\887210.npy,128,1292
track_0887211,11/887211.mp3,197.4,train,artifacts/melspecs\11\887211.npy,128,1292
track_0889606,06/889606.mp3,305.3,train,artifacts/melspecs\06\889606.npy,128,1292
track_0889610,10/889610.mp3,446.1,train,artifacts/melspecs\10\889610.npy,128,1292
track_0890103,03/890103.mp3,151.0,train,artifacts/melspecs\03\890103.npy,128,1292
track_0891912,12/891912.mp3,264.0,train,artifacts/melspecs\12\891912.npy,128,1292
track_0892001,01/892001.mp3,261.4,train,artifacts/melspecs\01\892001.npy,128,1292
track_0896604,04/896604.mp3,247.7,train,artifacts/melspecs\04\896604.npy,128,1292
track_0896606,06/896606.mp3,238.4,train,artifacts/melspecs\06\896606.npy,128,1292
track_0896611,11/896611.mp3,247.4,train,artifacts/melspecs\11\896611.npy,128,1292
track_0897105,05/897105.mp3,425.0,train,artifacts/melspecs\05\897105.npy,128,1292
track_0897314,14/897314.mp3,96.6,train,artifacts/melspecs\14\897314.npy,128,1292
track_0897318,18/897318.mp3,247.5,train,artifacts/melspecs\18\897318.npy,128,1292
track_0903600,00/903600.mp3,155.6,train,artifacts/melspecs\00\903600.npy,128,1292
track_0903601,01/903601.mp3,157.9,train,artifacts/melspecs\01\903601.npy,128,1292
track_0903602,02/903602.mp3,131.7,train,artifacts/melspecs\02\903602.npy,128,1292
track_0903603,03/903603.mp3,235.4,train,artifacts/melspecs\03\903603.npy,128,1292
track_0903604,04/903604.mp3,141.7,train,artifacts/melspecs\04\903604.npy,128,1292
track_0903605,05/903605.mp3,134.5,train,artifacts/melspecs\05\903605.npy,128,1292
track_0907106,06/907106.mp3,360.0,train,artifacts/melspecs\06\907106.npy,128,1292
track_0907107,07/907107.mp3,355.2,train,artifacts/melspecs\07\907107.npy,128,1292
track_0907108,08/907108.mp3,188.9,train,artifacts/melspecs\08\907108.npy,128,1292
track_0912119,19/912119.mp3,305.0,train,artifacts/melspecs\19\912119.npy,128,1292
track_0912701,01/912701.mp3,293.3,train,artifacts/melspecs\01\912701.npy,128,1292
track_0944914,14/944914.mp3,82.8,train,artifacts/melspecs\14\944914.npy,128,1292
track_0949014,14/949014.mp3,108.0,train,artifacts/melspecs\14\949014.npy,128,1292
track_0949015,15/949015.mp3,281.6,train,artifacts/melspecs\15\949015.npy,128,1292
track_0949016,16/949016.mp3,199.1,train,artifacts/melspecs\16\949016.npy,128,1292
track_0950102,02/950102.mp3,256.4,train,artifacts/melspecs\02\950102.npy,128,1292
track_0950103,03/950103.mp3,278.0,train,artifacts/melspecs\03\950103.npy,128,1292
track_0950104,04/950104.mp3,308.9,train,artifacts/melspecs\04\950104.npy,128,1292
track_0950106,06/950106.mp3,321.0,train,artifacts/melspecs\06\950106.npy,128,1292
track_0950107,07/950107.mp3,261.9,train,artifacts/melspecs\07\950107.npy,128,1292
track_0952918,18/952918.mp3,270.4,train,artifacts/melspecs\18\952918.npy,128,1292
track_0953706,06/953706.mp3,1207.2,train,artifacts/melspecs\06\953706.npy,128,1292
track_0957413,13/957413.mp3,208.1,train,artifacts/melspecs\13\957413.npy,128,1292
track_0961605,05/961605.mp3,144.7,train,artifacts/melspecs\05\961605.npy,128,1292
track_0979204,04/979204.mp3,210.1,train,artifacts/melspecs\04\979204.npy,128,1292
track_0981909,09/981909.mp3,303.3,train,artifacts/melspecs\09\981909.npy,128,1292
track_0995906,06/995906.mp3,215.4,train,artifacts/melspecs\06\995906.npy,128,1292
track_0995907,07/995907.mp3,345.4,train,artifacts/melspecs\07\995907.npy,128,1292
track_0995908,08/995908.mp3,345.1,train,artifacts/melspecs\08\995908.npy,128,1292
track_0995909,09/995909.mp3,401.3,train,artifacts/melspecs\09\995909.npy,128,1292
track_0995910,10/995910.mp3,281.0,train,artifacts/melspecs\10\995910.npy,128,1292
track_0995911,11/995911.mp3,406.2,train,artifacts/melspecs\11\995911.npy,128,1292
track_0995919,19/995919.mp3,209.9,train,artifacts/melspecs\19\995919.npy,128,1292
track_1000113,13/1000113.mp3,440.2,train,artifacts/melspecs\13\1000113.npy,128,1292
track_1001312,12/1001312.mp3,281.3,train,artifacts/melspecs\12\1001312.npy,128,1292
track_1004119,19/1004119.mp3,73.9,train,artifacts/melspecs\19\1004119.npy,128,1292
track_1009601,01/1009601.mp3,33.5,train,artifacts/melspecs\01\1009601.npy,128,1292
track_1009604,04/1009604.mp3,173.9,train,artifacts/melspecs\04\1009604.npy,128,1292
track_1010817,17/1010817.mp3,210.8,train,artifacts/melspecs\17\1010817.npy,128,1292
track_1012000,00/1012000.mp3,147.0,train,artifacts/melspecs\00\1012000.npy,128,1292
track_1012001,01/1012001.mp3,209.6,train,artifacts/melspecs\01\1012001.npy,128,1292
track_1012002,02/1012002.mp3,121.4,train,artifacts/melspecs\02\1012002.npy,128,1292
track_1012003,03/1012003.mp3,206.0,train,artifacts/melspecs\03\1012003.npy,128,1292
track_1012004,04/1012004.mp3,101.2,train,artifacts/melspecs\04\1012004.npy,128,1292
track_1012005,05/1012005.mp3,131.9,train,artifacts/melspecs\05\1012005.npy,128,1292
track_1012007,07/1012007.mp3,150.0,train,artifacts/melspecs\07\1012007.npy,128,1292
track_1027507,07/1027507.mp3,448.1,train,artifacts/melspecs\07\1027507.npy,128,1292
track_1027508,08/1027508.mp3,450.6,train,artifacts/melspecs\08\1027508.npy,128,1292
track_1027705,05/1027705.mp3,395.1,train,artifacts/melspecs\05\1027705.npy,128,1292
track_1027714,14/1027714.mp3,438.0,train,artifacts/melspecs\14\1027714.npy,128,1292
track_1028503,03/1028503.mp3,741.2,train,artifacts/melspecs\03\1028503.npy,128,1292
track_1028504,04/1028504.mp3,477.1,train,artifacts/melspecs\04\1028504.npy,128,1292
track_1028505,05/1028505.mp3,567.0,train,artifacts/melspecs\05\1028505.npy,128,1292
track_1028506,06/1028506.mp3,510.0,train,artifacts/melspecs\06\1028506.npy,128,1292
track_1028507,07/1028507.mp3,605.0,train,artifacts/melspecs\07\1028507.npy,128,1292
track_1028508,08/1028508.mp3,602.8,train,artifacts/melspecs\08\1028508.npy,128,1292
track_1032914,14/1032914.mp3,239.4,train,artifacts/melspecs\14\1032914.npy,128,1292
track_1037711,11/1037711.mp3,264.7,train,artifacts/melspecs\11\1037711.npy,128,1292
track_1039514,14/1039514.mp3,215.7,train,artifacts/melspecs\14\1039514.npy,128,1292
track_1041104,04/1041104.mp3,158.7,train,artifacts/melspecs\04\1041104.npy,128,1292
track_1042000,00/1042000.mp3,70.0,train,artifacts/melspecs\00\1042000.npy,128,1292
track_1042001,01/1042001.mp3,54.1,train,artifacts/melspecs\01\1042001.npy,128,1292
track_1042002,02/1042002.mp3,64.7,train,artifacts/melspecs\02\1042002.npy,128,1292
track_1042003,03/1042003.mp3,118.0,train,artifacts/melspecs\03\1042003.npy,128,1292
track_1042004,04/1042004.mp3,73.1,train,artifacts/melspecs\04\1042004.npy,128,1292
track_1042006,06/1042006.mp3,80.5,train,artifacts/melspecs\06\1042006.npy,128,1292
track_1042007,07/1042007.mp3,52.1,train,artifacts/melspecs\07\1042007.npy,128,1292
track_1042008,08/1042008.mp3,96.8,train,artifacts/melspecs\08\1042008.npy,128,1292
track_1042009,09/1042009.mp3,48.1,train,artifacts/melspecs\09\1042009.npy,128,1292
track_1042010,10/1042010.mp3,68.0,train,artifacts/melspecs\10\1042010.npy,128,1292
track_1042011,11/1042011.mp3,52.0,train,artifacts/melspecs\11\1042011.npy,128,1292
track_1042012,12/1042012.mp3,50.1,train,artifacts/melspecs\12\1042012.npy,128,1292
track_1042013,13/1042013.mp3,110.1,train,artifacts/melspecs\13\1042013.npy,128,1292
track_1042014,14/1042014.mp3,110.1,train,artifacts/melspecs\14\1042014.npy,128,1292
track_1042016,16/1042016.mp3,36.0,train,artifacts/melspecs\16\1042016.npy,128,1292
track_1042017,17/1042017.mp3,84.1,train,artifacts/melspecs\17\1042017.npy,128,1292
track_1048300,00/1048300.mp3,108.0,train,artifacts/melspecs\00\1048300.npy,128,1292
track_1048301,01/1048301.mp3,105.0,train,artifacts/melspecs\01\1048301.npy,128,1292
track_1052307,07/1052307.mp3,64.0,train,artifacts/melspecs\07\1052307.npy,128,1292
track_1052308,08/1052308.mp3,80.0,train,artifacts/melspecs\08\1052308.npy,128,1292
track_1052309,09/1052309.mp3,104.0,train,artifacts/melspecs\09\1052309.npy,128,1292
track_1052310,10/1052310.mp3,123.1,train,artifacts/melspecs\10\1052310.npy,128,1292
track_1052311,11/1052311.mp3,65.8,train,artifacts/melspecs\11\1052311.npy,128,1292
track_1052312,12/1052312.mp3,62.0,train,artifacts/melspecs\12\1052312.npy,128,1292
track_1052313,13/1052313.mp3,100.0,train,artifacts/melspecs\13\1052313.npy,128,1292
track_1052315,15/1052315.mp3,72.0,train,artifacts/melspecs\15\1052315.npy,128,1292
track_1052316,16/1052316.mp3,112.7,train,artifacts/melspecs\16\1052316.npy,128,1292
track_1052317,17/1052317.mp3,72.0,train,artifacts/melspecs\17\1052317.npy,128,1292
track_1052318,18/1052318.mp3,68.0,train,artifacts/melspecs\18\1052318.npy,128,1292
track_1052319,19/1052319.mp3,176.0,train,artifacts/melspecs\19\1052319.npy,128,1292
track_1057311,11/1057311.mp3,192.1,train,artifacts/melspecs\11\1057311.npy,128,1292
track_1057312,12/1057312.mp3,224.1,train,artifacts/melspecs\12\1057312.npy,128,1292
track_1057411,11/1057411.mp3,216.9,train,artifacts/melspecs\11\1057411.npy,128,1292
track_1057412,12/1057412.mp3,216.9,train,artifacts/melspecs\12\1057412.npy,128,1292
track_1058213,13/1058213.mp3,577.0,train,artifacts/melspecs\13\1058213.npy,128,1292
track_1058214,14/1058214.mp3,516.6,train,artifacts/melspecs\14\1058214.npy,128,1292
track_1058215,15/1058215.mp3,561.1,train,artifacts/melspecs\15\1058215.npy,128,1292
track_1058216,16/1058216.mp3,527.5,train,artifacts/melspecs\16\1058216.npy,128,1292
track_1058217,17/1058217.mp3,1051.5,train,artifacts/melspecs\17\1058217.npy,128,1292
track_1058218,18/1058218.mp3,783.0,train,artifacts/melspecs\18\1058218.npy,128,1292
track_1058219,19/1058219.mp3,520.3,train,artifacts/melspecs\19\1058219.npy,128,1292
track_1058716,16/1058716.mp3,874.7,train,artifacts/melspecs\16\1058716.npy,128,1292
track_1060915,15/1060915.mp3,299.5,train,artifacts/melspecs\15\1060915.npy,128,1292
track_1066302,02/1066302.mp3,359.0,train,artifacts/melspecs\02\1066302.npy,128,1292
track_1066500,00/1066500.mp3,160.2,train,artifacts/melspecs\00\1066500.npy,128,1292
track_1066503,03/1066503.mp3,164.1,train,artifacts/melspecs\03\1066503.npy,128,1292
track_1066505,05/1066505.mp3,192.0,train,artifacts/melspecs\05\1066505.npy,128,1292
track_1066506,06/1066506.mp3,151.7,train,artifacts/melspecs\06\1066506.npy,128,1292
track_1066514,14/1066514.mp3,99.0,train,artifacts/melspecs\14\1066514.npy,128,1292
track_1066515,15/1066515.mp3,149.8,train,artifacts/melspecs\15\1066515.npy,128,1292
track_1066516,16/1066516.mp3,150.2,train,artifacts/melspecs\16\1066516.npy,128,1292
track_1066517,17/1066517.mp3,216.7,train,artifacts/melspecs\17\1066517.npy,128,1292
track_1066518,18/1066518.mp3,116.0,train,artifacts/melspecs\18\1066518.npy,128,1292
track_1066519,19/1066519.mp3,138.1,train,artifacts/melspecs\19\1066519.npy,128,1292
track_1068418,18/1068418.mp3,161.1,train,artifacts/melspecs\18\1068418.npy,128,1292
track_1070113,13/1070113.mp3,90.0,train,artifacts/melspecs\13\1070113.npy,128,1292
track_1070115,15/1070115.mp3,54.5,train,artifacts/melspecs\15\1070115.npy,128,1292
track_1070116,16/1070116.mp3,74.5,train,artifacts/melspecs\16\1070116.npy,128,1292
track_1070214,14/1070214.mp3,306.0,train,artifacts/melspecs\14\1070214.npy,128,1292
track_1070602,02/1070602.mp3,92.0,train,artifacts/melspecs\02\1070602.npy,128,1292
track_1070604,04/1070604.mp3,193.8,train,artifacts/melspecs\04\1070604.npy,128,1292
track_1070605,05/1070605.mp3,287.5,train,artifacts/melspecs\05\1070605.npy,128,1292
track_1070703,03/1070703.mp3,85.0,train,artifacts/melspecs\03\1070703.npy,128,1292
track_1070704,04/1070704.mp3,123.2,train,artifacts/melspecs\04\1070704.npy,128,1292
track_1074314,14/1074314.mp3,90.7,train,artifacts/melspecs\14\1074314.npy,128,1292
track_1075402,02/1075402.mp3,222.4,train,artifacts/melspecs\02\1075402.npy,128,1292
track_1075906,06/1075906.mp3,265.0,train,artifacts/melspecs\06\1075906.npy,128,1292
track_1078705,05/1078705.mp3,326.4,train,artifacts/melspecs\05\1078705.npy,128,1292
track_1078706,06/1078706.mp3,230.0,train,artifacts/melspecs\06\1078706.npy,128,1292
track_1078707,07/1078707.mp3,102.5,train,artifacts/melspecs\07\1078707.npy,128,1292
track_1078708,08/1078708.mp3,128.0,train,artifacts/melspecs\08\1078708.npy,128,1292
track_1078709,09/1078709.mp3,210.1,train,artifacts/melspecs\09\1078709.npy,128,1292
track_1078710,10/1078710.mp3,111.6,train,artifacts/melspecs\10\1078710.npy,128,1292
track_1078711,11/1078711.mp3,303.3,train,artifacts/melspecs\11\1078711.npy,128,1292
track_1078712,12/1078712.mp3,186.8,train,artifacts/melspecs\12\1078712.npy,128,1292
track_1079400,00/1079400.mp3,192.0,train,artifacts/melspecs\00\1079400.npy,128,1292
track_1079401,01/1079401.mp3,140.0,train,artifacts/melspecs\01\1079401.npy,128,1292
track_1080900,00/1080900.mp3,270.0,train,artifacts/melspecs\00\1080900.npy,128,1292
track_1081703,03/1081703.mp3,250.9,train,artifacts/melspecs\03\1081703.npy,128,1292
